데뷔년도,연도,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,피출루율,피장타율,피OPS,경기(수비),선발경기(수비),수비이닝(수비),실책(수비),견제사(수비),자살(수비),보살(수비),병살(수비),수비율(수비),연봉,WAR,FA여부,뉴스개수(연도별정규화),뉴스개수(누적정규화),수상횟수,누적이닝,포지션 엔트로피,출생연도,출생월,출생일,나이,팀명_KIA,팀명_KT,팀명_LG,팀명_NC,팀명_SK,팀명_두산,팀명_롯데,팀명_삼성,팀명_우리/히어로즈/넥센/키움,팀명_한화,팀명_현대
1994,2013,3.07,58,0,0,0,16,0.0,29.33333333333333,31,2,6,2,23,10,10,1.26,0,0,0,0,125,496,0.277,2,0,1,4,1,1,0,0,0,0,3,16,0,1,23,39,0.319,8.6,16.9,7.06,1.84,0.315,0.348,0.663,58,0,29.33333333333333,0,0,2,2,0,1.0,6000,0.866,0,0.065123789,0.307171462,0,356.6666666666666,0.0,1971,10,23,43,0,0,1,0,0,0,0,0,0,0,0
1994,2014,27.0,2,0,0,0,0,0.0,1.0,3,2,0,1,0,3,3,3.0,0,0,0,0,6,14,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.333,7.0,14.0,0.0,0.0,0.667,1.8,2.467,2,0,1.0,0,0,0,0,0,0.0,10000,-0.239,0,0.0232380952,0.330409557,0,357.6666666666666,0.0,1971,10,23,44,0,0,1,0,0,0,0,0,0,0,0
2017,2019,11.0,3,0,2,0,0,0.0,9.0,14,1,9,2,3,11,11,2.56,0,0,0,0,53,201,0.333,4,0,0,0,1,0,0,3,0,0,0,0,0,0,9,16,0.342,67.0,22.3,3.0,9.0,0.472,0.5,0.972,3,3,9.0,0,0,0,1,0,1.0,2700,0.0,0,0.0150581793,0.0150581793,0,9.0,0.0,1998,4,7,22,1,0,0,0,0,0,0,0,0,0,0
2003,2003,6.43,8,0,1,1,0,0.0,14.0,20,2,3,0,5,10,10,1.64,0,0,0,0,64,247,0.328,1,0,0,0,0,1,0,1,0,0,4,1,0,1,25,11,0.333,30.9,17.6,3.21,1.93,0.359,0.443,0.802,8,1,14.0,0,0,1,4,0,1.0,1700,0.086,0,0.0317460317,0.0317460317,0,14.0,0.0,1984,7,28,20,0,0,0,0,0,0,0,0,0,1,0
2003,2004,4.57,28,3,4,3,0,0.429,84.66666666666667,85,8,36,8,63,50,43,1.43,1,0,4,0,369,1455,0.269,13,1,7,2,0,5,0,9,3,0,11,3,0,10,73,97,0.312,52.0,17.2,6.7,3.83,0.356,0.392,0.748,28,9,84.66666666666667,1,3,3,16,1,0.95,2300,1.22,0,0.0424242424,0.0741702741,0,98.66666666666669,0.0,1984,7,28,21,0,0,0,0,0,0,0,0,0,1,0
2003,2005,3.34,53,4,4,5,9,0.5,67.33333333333333,69,6,28,8,55,29,25,1.44,0,0,0,0,293,1162,0.274,10,0,1,4,2,6,0,0,0,4,21,11,2,7,67,65,0.323,21.9,17.3,7.35,3.74,0.36,0.385,0.745,53,0,67.33333333333333,0,0,6,5,0,1.0,4300,1.586,0,0.0288808664,0.103051141,0,166.0,0.0,1984,7,28,22,0,0,0,0,0,0,0,0,0,1,0
2003,2007,3.95,8,0,1,0,1,0.0,13.666666666666666,12,0,7,0,10,6,6,1.39,0,0,0,0,55,216,0.261,3,0,1,1,0,1,0,1,0,0,1,0,0,2,15,10,0.324,27.0,15.8,6.59,4.61,0.352,0.326,0.678,8,1,13.666666666666666,0,0,0,0,0,0.0,4800,0.313,0,0.00299850075,0.106049641,0,179.66666666666666,0.0,1984,7,28,24,0,0,0,0,0,0,0,0,0,1,0
2003,2008,3.76,42,5,2,1,12,0.714,69.33333333333333,64,3,41,6,47,33,29,1.51,0,0,0,1,299,1202,0.26,10,0,5,1,2,0,0,1,0,5,4,14,0,13,89,47,0.31,28.6,17.3,6.1,5.32,0.378,0.337,0.715,42,1,70.0,0,1,7,15,2,1.0,4000,1.358,0,0.0339588919,0.140008533,0,249.0,0.0,1984,7,28,25,0,0,0,0,0,0,0,0,0,1,0
2003,2009,7.26,32,1,4,0,0,0.2,53.333333333333336,70,9,37,4,46,53,43,2.01,0,0,0,0,265,990,0.318,13,3,3,1,2,8,0,3,0,1,11,0,0,8,68,37,0.367,30.9,18.6,7.76,6.24,0.424,0.527,0.951,32,3,53.333333333333336,1,0,2,7,0,0.8999999999999999,7500,-0.277,0,0.030261348,0.170269881,0,302.3333333333333,0.0,1984,7,28,26,0,0,0,0,0,0,0,0,0,1,0
2003,2010,3.38,47,1,2,0,4,0.333,58.66666666666666,57,3,36,5,45,28,22,1.59,0,0,0,1,269,1093,0.26,13,1,4,5,3,3,0,0,0,1,15,3,0,2,57,65,0.307,23.3,18.6,6.9,5.52,0.37,0.37,0.74,46,0,58.0,0,1,2,8,1,1.0,6500,1.032,0,0.0527119939,0.222981875,0,361.0,0.0,1984,7,28,27,0,0,0,0,0,0,0,0,0,1,0
2003,2011,8.53,17,1,1,0,0,0.5,19.0,30,2,21,3,20,18,18,2.68,0,0,0,0,108,425,0.366,6,0,2,0,1,6,0,0,0,1,5,1,0,2,16,16,0.467,25.0,22.4,9.47,9.95,0.509,0.512,1.021,17,0,19.0,0,0,0,3,0,1.0,7500,-0.258,0,0.00713648528,0.23011836,0,380.0,0.0,1984,7,28,28,0,0,0,0,0,0,0,0,0,1,0
2003,2014,4.63,43,7,2,9,3,0.778,72.0,69,11,31,1,73,39,37,1.39,0,0,0,3,311,1276,0.251,14,1,2,2,2,8,0,0,0,7,25,13,1,7,57,78,0.301,29.7,17.7,9.13,3.88,0.327,0.429,0.756,43,0,72.0,1,0,1,1,0,0.667,8000,1.817,0,0.0700952381,0.300213598,0,452.0,0.0,1984,7,28,31,0,0,0,0,0,0,0,0,0,1,0
2003,2015,2.66,40,3,2,10,3,0.6,50.66666666666666,39,3,21,0,48,15,15,1.18,0,0,0,2,205,848,0.217,6,0,4,0,3,2,0,0,0,3,24,15,0,5,41,52,0.279,21.2,16.7,8.53,3.73,0.299,0.3,0.599,40,0,50.66666666666666,0,1,1,7,0,1.0,17000,2.074,0,0.16089613,0.461109728,0,502.6666666666666,0.0,1984,7,28,32,0,0,0,0,0,0,0,0,0,1,0
2003,2016,6.82,41,7,7,1,3,0.5,100.33333333333331,125,19,54,8,74,78,76,1.78,0,0,2,0,472,1819,0.316,16,2,9,6,3,4,0,16,4,3,4,4,0,10,84,118,0.344,44.4,18.1,6.64,4.84,0.404,0.511,0.915,41,16,100.33333333333331,1,0,6,14,2,0.952,17000,0.235,0,0.12605753,0.587167258,0,603.0,0.0,1984,7,28,33,0,0,0,0,0,0,0,0,0,1,0
2003,2017,5.22,36,8,7,0,2,0.533,119.0,138,19,44,4,93,71,69,1.53,0,0,6,0,526,2018,0.297,20,2,3,11,0,5,0,18,5,3,3,2,0,15,104,140,0.328,56.1,17.0,7.03,3.33,0.356,0.472,0.828,36,18,119.0,0,0,11,8,4,1.0,18000,1.679,0,0.0583596215,0.64552688,0,722.0,0.0,1984,7,28,34,0,0,0,0,0,0,0,0,0,1,0
2003,2018,5.89,18,2,6,0,0,0.25,84.0,99,14,30,6,81,63,55,1.54,0,0,4,0,381,1550,0.292,22,2,2,4,0,3,0,17,2,0,1,0,0,7,67,96,0.343,86.1,18.5,8.68,3.21,0.356,0.493,0.849,18,17,84.0,0,0,6,6,0,1.0,21000,0.176,0,0.0281273131,0.673654193,0,806.0,0.0,1984,7,28,35,0,0,0,0,0,0,0,0,0,1,0
2003,2019,10.38,3,0,0,0,0,0.0,4.333333333333333,6,0,1,0,1,5,5,1.62,0,0,0,0,20,74,0.333,2,1,0,1,0,0,0,0,0,0,1,0,0,0,5,7,0.333,24.7,17.1,2.08,2.08,0.35,0.556,0.906,3,0,4.333333333333333,0,0,0,0,0,0.0,21000,-0.1,0,0.0280629706,0.701717164,0,810.3333333333334,0.0,1984,7,28,36,0,0,0,0,0,0,0,0,0,1,0
2003,2020,7.36,2,0,0,0,0,0.0,3.6666666666666665,7,1,1,0,4,5,3,2.18,0,0,0,0,19,73,0.438,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,2,0.462,36.5,19.9,9.82,2.45,0.421,0.625,1.046,2,0,3.6666666666666665,0,0,1,1,0,1.0,25000,-0.1,1,0.0567272727,0.758444436,0,814.0,0.0,1984,7,28,37,0,0,0,0,0,0,0,0,0,1,0
1996,2005,6.52,16,2,2,0,4,0.5,19.33333333333333,30,1,9,6,8,15,14,2.02,0,0,0,0,101,387,0.37,3,0,4,1,0,0,0,0,0,2,3,3,0,2,28,16,0.397,24.2,20.0,3.72,4.19,0.464,0.444,0.908,16,0,19.33333333333333,1,0,2,6,0,0.8889999999999999,5000,-0.017,0,0.411552347,0.411552347,0,19.33333333333333,0.0,1973,4,5,33,0,0,0,0,0,0,0,0,0,1,0
1996,2006,6.75,7,0,0,0,0,0.0,6.666666666666667,12,1,6,0,4,6,5,2.7,0,0,0,0,39,140,0.375,1,0,1,0,0,0,0,0,0,0,1,2,0,0,15,1,0.407,20.0,21.0,5.4,8.1,0.474,0.5,0.974,7,0,7.333333333333333,1,0,0,1,0,0.5,10110,-0.088,0,0.0588235294,0.470375876,0,26.0,0.0,1973,4,5,34,0,0,0,0,0,0,0,0,0,1,0
1996,2007,4.19,12,1,2,0,0,0.333,43.0,41,3,19,5,18,23,20,1.4,0,0,2,0,191,675,0.255,6,0,5,1,2,0,0,8,1,0,1,0,0,2,66,37,0.27,56.3,15.7,3.77,3.98,0.349,0.348,0.697,12,8,43.0,1,0,3,9,1,0.923,7600,0.516,0,0.130434783,0.600810659,0,69.0,0.0,1973,4,5,35,0,0,0,0,0,0,0,0,0,1,0
2013,2015,0.0,2,0,0,0,0,0.0,1.3333333333333333,2,0,0,0,1,0,0,1.5,0,0,0,0,6,17,0.333,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0.4,8.5,12.8,6.75,0.0,0.333,0.5,0.833,2,0,1.3333333333333333,0,0,0,0,0,0.0,2800,0.047,0,0.0027155465,0.0027155465,0,1.3333333333333333,0.0,1994,6,10,22,0,0,0,0,0,0,1,0,0,0,0
2013,2016,5.81,39,6,2,0,3,0.75,93.0,101,9,54,13,78,65,60,1.67,0,0,3,1,438,1829,0.278,28,2,5,3,0,6,1,14,5,1,4,2,0,7,94,93,0.33,46.9,19.7,7.55,5.23,0.388,0.441,0.829,39,14,92.66666666666669,1,0,2,18,0,0.952,2800,0.744,0,0.121827411,0.124542958,0,94.33333333333331,0.0,1994,6,10,23,0,0,0,0,0,0,1,0,0,0,0
2013,2017,5.11,45,4,4,2,10,0.5,88.0,88,8,47,4,95,51,50,1.53,0,0,1,2,391,1575,0.267,19,0,8,2,2,6,2,9,1,3,6,13,0,4,74,75,0.349,35.0,17.9,9.72,4.81,0.363,0.397,0.76,45,9,88.0,0,0,8,15,0,1.0,6000,1.388,0,0.207413249,0.331956207,0,182.3333333333333,0.0,1994,6,10,24,0,0,0,0,0,0,1,0,0,0,0
2013,2018,6.23,13,3,2,0,1,0.6,13.0,23,1,8,1,11,12,9,2.38,0,0,0,4,69,259,0.404,3,3,3,0,0,0,0,0,0,3,1,4,0,1,8,15,0.489,19.9,19.9,7.62,5.54,0.485,0.614,1.099,13,0,13.0,0,0,0,3,0,1.0,10500,-0.332,0,0.0895632865,0.421519493,0,195.3333333333333,0.0,1994,6,10,25,0,0,0,0,0,0,1,0,0,0,0
2013,2019,4.02,41,2,1,5,5,0.667,40.333333333333336,40,6,11,0,40,19,18,1.26,0,0,0,4,169,638,0.263,3,0,3,3,3,5,0,0,0,2,19,13,2,2,36,39,0.312,15.6,15.8,8.93,2.45,0.307,0.401,0.708,41,0,40.333333333333336,1,0,1,4,0,0.833,10500,0.762,0,0.0390143737,0.460533867,0,235.66666666666663,0.0,1994,6,10,26,0,0,0,0,0,0,1,0,0,0,0
2013,2020,5.7,53,1,4,0,17,0.2,42.66666666666666,56,7,13,4,50,27,27,1.62,0,0,0,3,194,802,0.32,15,2,1,1,2,3,0,0,0,1,3,23,0,5,40,30,0.412,15.1,18.8,10.55,2.74,0.378,0.549,0.927,53,0,42.66666666666666,0,0,4,4,0,1.0,9000,0.355,0,0.0429090909,0.503442958,0,278.3333333333333,0.0,1994,6,10,27,0,0,0,0,0,0,1,0,0,0,0
1998,2002,4.88,27,12,10,0,0,0.545,151.33333333333334,155,25,58,2,130,84,82,1.41,0,0,12,0,657,2670,0.267,28,2,12,5,1,8,0,27,12,0,0,0,0,8,132,168,0.302,98.9,17.6,7.73,3.45,0.333,0.452,0.785,27,27,151.33333333333334,0,0,10,20,0,1.0,11500,2.134,0,0.131147541,0.131147541,0,151.33333333333334,0.0,1979,8,20,24,0,0,0,0,0,0,0,0,0,0,1
1998,2003,4.63,29,10,9,0,0,0.526,167.0,184,14,70,4,121,96,86,1.52,1,1,13,0,738,2991,0.286,34,2,14,6,0,12,0,29,10,0,1,0,0,13,154,191,0.33,103.1,17.9,6.52,3.77,0.356,0.41,0.766,29,29,167.0,0,0,10,28,2,1.0,15000,3.141,0,0.253968254,0.385115795,0,318.33333333333337,0.0,1979,8,20,25,0,0,0,0,0,0,0,0,0,0,1
1998,2004,4.01,26,11,8,0,0,0.579,152.66666666666666,151,14,62,3,100,74,68,1.4,0,0,15,0,668,2607,0.257,28,2,8,7,0,7,1,26,11,0,0,0,0,7,139,205,0.285,100.3,17.1,5.9,3.66,0.327,0.383,0.71,26,26,152.66666666666666,0,2,5,25,2,1.0,22000,3.189,0,0.284848485,0.66996428,0,471.0,0.0,1979,8,20,26,0,0,0,0,0,0,0,0,0,0,1
1998,2005,5.76,17,7,7,0,0,0.5,90.66666666666669,106,17,39,3,70,60,58,1.6,1,0,6,0,408,1614,0.293,23,0,3,1,0,4,0,17,7,0,1,0,0,5,89,98,0.322,94.9,17.8,6.95,3.87,0.365,0.497,0.862,17,17,90.66666666666669,0,1,3,15,1,1.0,30000,0.497,0,0.083032491,0.752996771,0,561.6666666666667,0.0,1979,8,20,27,0,0,0,0,0,0,0,0,0,0,1
1998,2006,3.78,17,4,7,0,0,0.364,85.66666666666667,96,5,36,4,64,41,36,1.54,0,0,8,0,384,1494,0.288,23,2,11,0,0,1,0,17,4,0,0,0,0,7,98,75,0.345,87.9,17.4,6.72,3.78,0.365,0.414,0.779,17,17,85.66666666666667,0,2,5,17,1,1.0,38000,1.344,0,0.0951557093,0.84815248,0,647.3333333333334,0.0,1979,8,20,28,0,0,0,0,0,0,0,0,0,0,1
1998,2007,3.88,30,12,7,0,0,0.632,176.33333333333334,170,19,61,2,127,85,76,1.31,0,0,13,0,750,2898,0.253,31,5,11,3,1,4,0,30,12,0,0,0,0,10,198,181,0.285,96.6,16.4,6.48,3.11,0.315,0.398,0.713,30,30,176.33333333333334,1,1,9,16,1,0.962,16667,3.343,1,0.16191904,1.01007152,0,823.6666666666667,0.0,1979,8,20,29,0,0,0,0,0,0,0,0,0,0,1
1998,2008,3.88,26,3,6,0,0,0.333,106.66666666666669,110,7,42,5,63,54,46,1.43,0,0,8,0,474,1726,0.263,24,3,4,4,1,5,0,16,3,0,5,2,0,4,123,127,0.292,66.4,16.2,5.32,3.54,0.334,0.384,0.718,26,16,106.66666666666669,1,0,8,10,0,0.947,16667,1.849,0,0.0616621984,1.071733719,0,930.3333333333336,0.0,1979,8,20,30,0,0,0,0,0,0,0,0,1,0,0
1998,2009,6.67,25,6,11,0,0,0.353,117.33333333333331,142,29,53,5,66,93,87,1.66,0,0,6,0,539,2101,0.303,21,1,9,3,1,4,0,25,6,0,0,0,0,9,138,126,0.3,84.0,17.9,5.06,4.07,0.377,0.537,0.914,25,25,117.33333333333331,1,0,7,25,1,0.97,16667,-0.148,0,0.103163686,1.174897405,0,1047.6666666666667,0.0,1979,8,20,31,0,0,0,0,0,0,0,0,1,0,0
1998,2010,13.5,1,0,1,0,0,0.0,3.333333333333333,9,1,3,0,4,5,5,3.6,0,0,0,0,22,78,0.474,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0.571,78.0,23.4,10.8,8.1,0.545,0.737,1.282,1,1,3.333333333333333,0,0,0,1,0,1.0,37000,-0.123,0,0.0206264324,1.195523837,0,1051.0,0.0,1979,8,20,32,0,0,0,0,0,0,0,0,1,0,0
1998,2011,3.39,18,1,2,0,0,0.333,69.0,65,6,22,2,37,27,26,1.26,0,0,3,0,289,1142,0.248,12,1,2,1,1,3,0,10,1,0,5,0,0,5,95,66,0.268,63.4,16.6,4.83,2.87,0.31,0.37,0.68,18,10,69.0,0,0,2,9,0,1.0,11000,1.439,0,0.0374665477,1.232990385,0,1120.0,0.0,1979,8,20,33,0,0,0,0,0,0,0,0,1,0,0
1998,2012,2.13,9,0,1,0,0,0.0,12.666666666666666,19,0,4,1,5,3,3,1.82,0,0,0,0,57,192,0.373,2,0,1,0,0,0,0,0,0,0,5,1,0,5,13,14,0.413,21.3,15.2,3.55,2.84,0.429,0.412,0.841,9,0,12.666666666666666,0,0,1,3,1,1.0,11500,0.284,0,0.02600395,1.258994335,0,1132.6666666666667,0.0,1979,8,20,34,0,0,0,0,0,0,0,0,1,0,0
2001,2002,4.55,17,1,1,0,1,0.5,31.666666666666668,30,6,7,0,31,16,16,1.17,0,0,0,0,131,504,0.25,7,0,2,2,0,0,1,1,0,1,6,1,0,2,28,33,0.282,29.6,15.9,8.81,1.99,0.287,0.458,0.745,17,1,32.333333333333336,0,0,0,2,0,1.0,2300,0.489,0,0.0,0.0,0,31.666666666666668,0.0,1982,10,12,21,0,0,0,0,0,0,0,0,0,1,0
2001,2003,5.23,19,0,0,0,0,0.0,32.666666666666664,38,6,6,4,21,19,19,1.35,0,0,1,0,142,588,0.292,7,0,1,1,0,1,1,4,0,0,8,0,0,2,39,33,0.308,30.9,18.0,5.79,1.65,0.34,0.485,0.825,19,4,33.333333333333336,1,0,2,1,0,0.75,2100,0.313,0,0.0158730159,0.0158730159,0,64.33333333333333,0.0,1982,10,12,22,0,0,0,0,0,0,0,0,0,1,0
2001,2006,5.04,16,1,2,0,2,0.333,25.0,26,3,6,0,15,17,14,1.28,0,0,0,0,107,390,0.263,8,0,1,1,0,0,0,1,0,1,4,1,0,1,30,29,0.28,24.4,15.6,5.4,2.16,0.302,0.434,0.736,16,1,25.0,1,0,3,2,0,0.833,2100,0.101,0,0.00346020761,0.0193332235,0,89.33333333333333,0.0,1982,10,12,25,0,0,0,0,0,0,0,0,0,1,0
2001,2008,5.54,6,0,0,0,0,0.0,13.0,19,3,4,0,4,8,8,1.77,0,0,0,0,59,202,0.345,3,1,0,0,0,0,0,2,0,0,3,0,0,3,12,20,0.333,33.7,15.5,2.77,2.77,0.39,0.6,0.99,6,2,13.0,0,0,1,0,0,1.0,2900,-0.014,0,0.00536193029,0.0246951538,0,102.33333333333331,0.0,1982,10,12,27,0,0,0,0,0,0,0,0,0,1,0
2001,2009,15.0,4,0,2,0,0,0.0,6.0,9,1,2,0,4,10,10,1.83,0,0,0,0,30,112,0.346,2,2,1,1,0,0,0,1,0,0,1,0,0,0,7,7,0.364,28.0,18.7,6.0,3.0,0.379,0.692,1.071,4,1,6.0,0,0,1,1,0,1.0,3100,-0.199,0,0.00275103164,0.0274461854,0,108.33333333333331,0.0,1982,10,12,28,0,0,0,0,0,0,0,0,0,1,0
2007,2014,8.59,7,1,0,0,0,1.0,7.333333333333333,9,0,5,0,3,9,7,1.91,0,0,0,0,38,134,0.281,2,0,1,0,0,0,0,0,0,1,4,0,0,0,9,11,0.31,19.1,18.3,3.68,6.14,0.378,0.344,0.722,7,0,7.333333333333333,1,0,1,1,0,0.667,2400,-0.048,0,0.00952380952,0.00952380952,0,7.333333333333333,0.0,1984,8,28,31,0,0,0,0,1,0,0,0,0,0,0
2007,2015,6.0,2,0,0,0,0,0.0,3.0,2,0,2,0,1,2,2,1.33,0,0,0,0,13,52,0.182,0,0,0,0,0,2,0,0,0,0,2,0,0,0,7,1,0.2,26.0,17.3,3.0,6.0,0.308,0.182,0.49,2,0,3.0,0,0,2,0,0,1.0,3200,0.031,0,0.00339443313,0.0129182427,0,10.333333333333332,0.0,1984,8,28,32,0,0,0,0,1,0,0,0,0,0,0
1997,2002,5.67,14,1,0,0,0,1.0,27.0,24,6,19,1,22,17,17,1.59,0,0,0,0,121,504,0.242,2,2,1,1,0,0,1,0,0,1,4,0,0,1,21,33,0.25,36.0,18.7,7.33,6.33,0.367,0.485,0.852,13,0,26.666666666666668,0,0,0,0,0,0.0,2600,-0.039,0,0.0163934426,0.0163934426,0,27.0,0.0,1978,9,12,25,0,0,0,0,0,0,0,0,0,1,0
1997,2003,6.23,12,0,0,0,0,0.0,13.0,22,4,4,2,10,9,9,2.0,0,0,0,0,64,258,0.393,5,1,1,1,1,0,0,0,0,0,3,0,0,2,10,15,0.419,21.5,19.8,6.92,2.77,0.444,0.732,1.176,12,0,13.0,0,0,1,2,0,1.0,2600,-0.038,0,0.0158730159,0.0322664585,0,40.0,0.0,1978,9,12,26,0,0,0,0,0,0,0,1,0,0,0
1997,2004,3.45,52,3,1,0,17,0.75,28.666666666666668,21,6,15,1,34,11,11,1.26,0,0,0,0,121,493,0.21,4,1,2,3,3,1,0,0,0,3,4,16,0,2,23,25,0.238,9.5,17.2,10.67,4.71,0.311,0.45,0.761,52,0,28.666666666666668,0,0,2,3,0,1.0,2300,0.666,0,0.0424242424,0.0746907009,0,68.66666666666667,0.0,1978,9,12,27,0,0,0,0,0,0,0,1,0,0,0
1997,2005,2.7,7,0,0,0,0,0.0,3.333333333333333,2,1,3,0,5,1,1,1.5,0,0,0,0,15,69,0.167,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.167,9.9,20.7,13.5,8.1,0.333,0.583,0.916,7,0,3.333333333333333,0,0,0,0,0,0.0,2300,0.028,0,0.0036101083,0.0783008092,0,72.0,0.0,1978,9,12,28,0,0,0,0,0,0,0,1,0,0,0
1997,2009,2.88,43,0,0,1,8,0.0,34.333333333333336,38,1,16,2,22,11,11,1.57,0,0,0,1,151,586,0.292,10,0,3,0,0,2,0,0,0,0,9,9,0,5,29,41,0.346,13.6,17.1,5.77,4.19,0.378,0.392,0.77,43,0,34.333333333333336,0,0,1,5,1,1.0,2300,1.276,0,0.0440165062,0.122317315,0,106.33333333333334,0.0,1978,9,12,32,0,0,0,0,0,1,0,0,0,0,0
1997,2010,4.05,12,0,0,0,1,0.0,6.666666666666667,9,2,7,1,2,3,3,2.4,0,0,0,0,37,158,0.31,1,0,0,0,0,0,0,0,0,0,1,2,0,0,6,12,0.28,13.2,23.7,2.7,9.45,0.459,0.552,1.011,12,0,6.666666666666667,0,0,0,0,0,0.0,4200,-0.06,0,0.012223071,0.134540386,0,113.0,0.0,1978,9,12,33,0,0,0,0,0,1,0,0,0,0,0
1992,2002,5.93,45,2,4,1,1,0.333,54.66666666666666,63,11,19,4,36,38,36,1.5,0,0,0,0,246,961,0.289,14,1,4,1,2,0,0,0,0,2,16,4,0,5,67,53,0.302,21.4,17.6,5.93,3.13,0.355,0.514,0.869,45,0,54.66666666666666,1,2,3,13,0,0.941,4000,-0.056,0,0.0163934426,0.0163934426,0,54.66666666666666,0.0,1969,10,28,34,0,0,0,0,1,0,0,0,0,0,0
1992,2003,4.2,40,3,3,0,1,0.5,79.33333333333333,89,8,23,4,45,40,37,1.41,0,0,0,0,347,1360,0.289,9,1,9,3,1,5,0,8,2,1,8,1,0,6,80,97,0.314,34.0,17.1,5.11,2.61,0.343,0.403,0.746,40,8,79.33333333333333,1,0,2,14,0,0.941,3500,1.26,0,0.0158730159,0.0322664585,0,134.0,0.0,1969,10,28,35,0,0,0,0,0,1,0,0,0,0,0
1992,2004,3.65,5,0,0,0,1,0.0,12.333333333333334,9,0,6,2,6,5,5,1.22,0,0,0,0,53,212,0.205,2,0,0,1,0,0,0,1,0,0,3,1,0,0,12,18,0.231,42.4,17.2,4.38,4.38,0.321,0.25,0.571,5,1,12.333333333333334,1,0,1,3,0,0.8,5300,0.286,0,0.0,0.0322664585,0,146.33333333333334,0.0,1969,10,28,36,0,0,0,0,0,1,0,0,0,0,0
2011,2011,0.0,2,0,0,0,0,0.0,1.6666666666666663,1,0,3,0,0,0,0,2.4,0,0,0,0,9,38,0.167,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3,2,0.167,19.0,22.8,0.0,16.2,0.444,0.333,0.777,2,0,1.6666666666666663,0,0,0,0,0,0.0,2400,0.016,0,0.00267618198,0.00267618198,0,1.6666666666666663,0.0,1989,1,17,23,0,0,0,0,0,0,0,1,0,0,0
2011,2013,12.0,3,0,0,0,0,0.0,3.0,6,0,2,1,1,4,4,2.67,0,0,0,0,17,55,0.429,1,0,0,0,0,1,0,0,0,0,1,0,0,1,6,1,0.462,18.3,18.3,3.0,6.0,0.529,0.5,1.029,3,0,3.0,0,0,0,0,0,0.0,2500,-0.062,0,0.00215285253,0.00482903451,0,4.666666666666666,0.0,1989,1,17,25,0,0,0,0,0,0,0,0,0,1,0
2013,2015,10.24,11,0,2,0,0,0.0,29.0,46,9,9,2,20,33,33,1.9,0,0,0,0,140,505,0.368,4,2,2,2,0,4,0,3,0,0,3,0,0,2,29,32,0.378,45.9,17.4,6.21,2.79,0.413,0.648,1.061,11,3,29.0,0,0,5,1,1,1.0,2900,-0.583,0,0.072640869,0.0734027738,0,29.666666666666668,0.0,1990,6,12,26,0,0,0,0,0,0,1,0,0,0,0
2013,2018,3.67,64,7,4,0,14,0.636,73.66666666666667,62,12,31,3,75,33,30,1.26,0,0,0,5,307,1221,0.233,15,0,6,1,6,2,1,0,0,7,10,21,0,7,73,57,0.278,19.1,16.6,9.16,3.79,0.319,0.425,0.744,64,0,73.66666666666667,2,1,2,10,0,0.857,3400,2.197,0,0.0510732791,0.124476053,0,103.33333333333334,0.0,1990,6,12,29,0,0,0,0,0,0,1,0,0,0,0
2013,2019,6.25,41,1,4,2,6,0.2,36.0,45,5,21,3,43,29,25,1.83,0,0,0,2,180,652,0.298,5,0,2,3,6,7,0,0,0,1,16,14,2,2,30,36,0.377,15.9,18.1,10.75,5.25,0.388,0.43,0.818,41,0,36.0,1,0,2,1,0,0.75,3400,-0.835,0,0.0978781656,0.222354218,0,139.33333333333334,0.0,1990,6,12,30,0,0,0,0,0,0,1,0,0,0,0
2013,2020,3.58,57,5,2,0,20,0.714,60.333333333333336,40,8,26,0,58,25,24,1.09,0,0,0,3,238,974,0.193,9,0,4,1,2,1,0,0,0,5,3,25,0,6,45,65,0.225,17.1,16.1,8.65,3.88,0.282,0.353,0.635,57,0,60.333333333333336,0,0,2,2,1,1.0,8000,1.906,0,0.0974545455,0.319808764,0,199.66666666666669,0.0,1990,6,12,31,0,0,0,0,0,0,1,0,0,0,0
2011,2017,8.04,10,1,2,0,0,0.333,31.33333333333333,45,7,19,2,26,34,28,2.04,0,0,0,0,155,672,0.336,3,0,0,0,0,8,1,7,1,0,1,0,0,2,28,35,0.376,67.2,21.4,7.47,5.46,0.426,0.515,0.941,10,7,31.33333333333333,1,0,1,2,0,0.75,2700,-0.809,0,0.0189274448,0.0189274448,0,31.33333333333333,0.0,1986,11,17,32,0,0,0,0,0,0,0,1,0,0,0
